,Tickers
3168,^NQEMEA5000LMJPY
3169,^NQNL9000EURT
3170,^NQEM2000
3171,^NQUSS8980
3172,^NQEMEA3000LMJPYT
3173,^NQCN9000EUR
3174,^NQEU2300T
3175,^STQENCD
3176,^NQEMEA5500LMN
3177,^NQEU3700LMEURT
3178,^NQEU1300EUR
3179,^NQGB0001EUR
3180,^NQPHLCEURT
3181,^NQEMMEALC
3182,^NQUSS3743N
3183,^NQEU5300EURN
3184,^NQEU5000LMGBPT
3185,^NQEUXGBJPYT
3186,^NQEU2700LM
3187,^NQEURO9000LMN
3188,^NQEURO3000LMEURN
3189,^SP500-351010
3190,^SPGSICP
3191,^NQEU5300LMJPYT
3192,^NQEMEA2700JPY
3193,^NQEU2700N
3194,^NQIN8000EUR
3195,^NQFISCEUR
3196,^NQPLMCEURT
3197,^NQEU5700N
3198,^NQIE5000EURT
3199,^NQEG8000EUR
3200,^R1EWMPTR
3201,^NQEMEA0001CADN
3202,ZWTZ.Z
3203,Q41.Z
3204,^NQINLCEURN
3205,^SP600EW
3206,^NQEMMEA8600LMT
3207,FN22.FGI
3208,^NQEURO8000CADT
3209,^NQTWEURT
3210,^PRIVEXPD
3211,^NQEURO4000T
3212,^NQUSB2730LMN
3213,^NQUSM9570T
3214,^NQEU3700EURN
3215,^NQEMMEA5000EUR
3216,^NQEMEA4000LMEURN
3217,^NQEMEA8500LMEURN
3218,^NQEURO2700JPYN
3219,^NQEUXGBLMT
3220,^NQTR2000EUR
3221,SX7V.Z
3222,INDCT.MC
3223,^NQEMEA3700LMEURN
3224,^NQEURO0001LMEURT
3225,^NQEMEA4000JPYT
3226,^SPEXLUNH
3227,3MFX.Z
3228,^NQEU5300LMCAD
3229,^NQPTEURT
3230,^NQMEA9000EUR
3231,^NQEMEA1300LM
3232,^NQEU6000GBPT
3233,^NQJPLMEURT
3234,^NQEMMEA5000GBPT
3235,^NQMY7000EURN
3236,^NQEURO5000T
3237,^NQGB8600CADT
3238,^NQEMMEA3000JPY
3239,^NQEURO2000LMCADN
3240,E3X9570.FGI
3241,^NQEMEU5500N
3242,^SPEUPFN
3243,^NQIT9000EUR
3244,^NQEMEA8700N
3245,^NQEUROLMJPYT
3246,^NQTR5000EUR
3247,^NQEMEA5300CADN
3248,^NQCZEURN
3249,^NQNLLCEUR
3250,^NQES4000EURN
3251,^NQEMEA8700EURT
3252,^NQEURO7000T
3253,IEUCO.PA
3254,^NQEUXGBLMCAD
3255,E3X2350.FGI
3256,^NQEMMEA2700AUD
3257,^NQEU4000GBP
3258,Q00Y.Z
3259,^NQEMMEA5300JPYT
3260,^NQDE8000EURT
3261,^NQEURO5000CADN
3262,^NQDMEU3000LM
3263,^R2RGSENG
3264,^NQDE3000EURN
3265,^NQGB8600GBP
3266,^FCHI
3267,^FVX
3268,FTSEMIB.MI
3269,^SBF120
3270,^FTT1X
3271,^IXF
3272,^OMXH25
3273,^NYK
3274,^N150
3275,^FTMC
3276,^NQMA8000LMCADT
3277,^NQG8700LMN
3278,^NQDE8000LMEURT
3279,^NMX3720
3280,^JKFINA
3281,^FNAR
3282,WISGP.SI
3283,IAS.PA
3284,^NQEMASIA8000JPY
3285,IT0001.MI
3286,SBFR2P.SW
3287,^NQZA8000JPY
3288,^HX2700GI
3289,^NQFR5000LMGBPN
3290,^NQFR8000LMN
3291,^NQBE8000GBPN
3292,^DJFRSD
3293,^NQPH8000LMCADT
3294,SFF05D.SW
3295,^NQFR2000T
3296,^SPJYFT2I
3297,^NQIL8000ILST
3298,^NQIL8000LMN
3299,^NQTW8000LMJPYT
3300,^NZD
3301,^NQID8000LMEURN
3302,^NQFRJPYN
3303,^NQUSM8775T
3304,^NQMY8000T
3305,^NQTR8000TRYT
3306,^NQJP8700LMAUD
3307,^NQGB8000LMEUR
3308,^NQMA8000LMAUDT
3309,^SPGTTF
3310,^NQID8000LMIDRN
3311,IT5700.MI
3312,FWPIG.NZ
3313,^MLPCN
3314,^NQGB8700LMGBP
3315,^NQTH8000JPYT
3316,^HX9000GI
3317,INSTS.PA
3318,^NQMA8000LMCADN
3319,^NQTR8000GBPT
3320,^NQJP8700LMEURN
3321,FRMSA.TW
3322,^FN9000GI
3323,^NQIN8000GBPT
3324,^NQPH8000LMPHPT
3325,IFXGD.PA
3326,US500.FGI
3327,^NQMA8000N
3328,RIOB.FGI
3329,^NQTR8000GBP
3330,^KDY
3331,^SFC
3332,^FN2000PI
3333,^NQTR8000LMAUDT
3334,^SPVXMPI
3335,^HX3500PI
3336,^SP600-40
3337,^NQDE8000GBPN
3338,^NQHK8000LMCADN
3339,IT8500.MI
3340,^NQMEA8000GBPN
3341,^HX5300PI
3342,^NQGB8700LMJPYT
3343,^HX1300PI
3344,^NQTH8000LMCADT
3345,IT9000.MI
3346,WINOR.FGI
3347,FDAPQVY5.FGI
3348,^NQSG8000LMGBPN
3349,^NQCA8000LMN
3350,OBXW.OL
3351,^MLPXEPX
3352,^NQPL8000LMCADT
3353,^NQGB8700LM
3354,S71FY.SW
3355,^NQMX8000LMT
3356,^NQFR8000T
3357,^NQFR3000N
3358,^NQNL8000LMGBPT
3359,^NQTH8000LMCAD
3360,S60FP.SW
3361,S50FP.SW
3362,^NQDE8000JPYT
3363,^NQTW8000LMEURN
3364,^NQHK8000LMCAD
3365,^NQFILMT
3366,^NQFRT
3367,^NQMA8000LMGBPN
3368,^NQUSL3577
3369,^NQTH8000LM
3370,^NQFRCAD
3371,^NQID8000LM
3372,^NQGB8700JPYN
3373,^NQCN8000LMCNYT
3374,^NQTR8000LMAUDN
3375,SMN1.FGI
3376,INCAC.PA
3377,^NQID8000JPY
3378,SLQUSS1.FGI
3379,^NQCH8000GBP
3380,^NQUSS8000
3381,USCSLL3X.FGI
3382,^NQNZ8000NZDT
3383,^NQSG8000JPYT
3384,^NQGB8000T
3385,^NQFRMCN
3386,^NQSE8000SEKT
3387,^REVWS
3388,^NQFILMGBPN
3389,^NQFR5000LMEURN
3390,FTSEMSFW.AT
3391,^NQSE8000LMGBPT
3392,^NQMY8000LMMYRT
3393,^HX2700PI
3394,^NQIN8000LMAUDT
3395,SGS100.FGI
3396,^NQFI8000JPYN
3397,^NQUSB8773LM
3398,^NQHK8000LMCADT
3399,^NQGB8700LMGBPN
3400,^NQFILCGBP
3401,^NQFRLMCAD
3402,WIIRL.FGI
3403,^NQDE8000T
3404,^NQFI8000
3405,^NQFR7000JPYT
3406,^NQPH8000LMPHPN
3407,^NQHK8000JPYN
3408,^NQPH8000LM
3409,^SPVIX4ME
3410,^NQTH8000THBN
3411,^NQTR8000CAD
3412,FN43.FGI
3413,^NQMA8000LMMADT
3414,399103.SZ
3415,E9500.FGI
3416,^NQCH8000LMGBPN
3417,^NQEM8000N
3418,IT4000.MI
3419,^NQGB8000GBP
3420,^HX7000GI
3421,^NQID8000JPYN
3422,^NQIL8000GBP
3423,FCNBCG2300.FGI
3424,^NQMEA8700EURT
3425,^HX8300GI
3426,^NQIE8000JPYT
3427,INSTU.PA
3428,^NQNL8000GBPN
3429,^HX6500GI
3430,^NQMEA8700CADT
3431,^NQFRGBPT
3432,^FN3000GI
3433,FSTAS3000.SI
3434,^NQCN8000LMGBPT
3435,^HX0001PI
3436,IT5500.MI
3437,EB8700.FGI
3438,^NQID8000LMGBPT
3439,^NQMX8000T
3440,S62FY.SW
3441,^FTEU1
3442,INMSE.PA
3443,SLQUKMS2.L
3444,^NQFR8000LMGBPN
3445,^NQMX8000
3446,^NQEG8000JPY
3447,SLQUKML2.L
3448,^NQMY8000GBPT
3449,^NQNO8000NOKN
3450,^NQNO8000EURN
3451,^NQCN8000JPY
3452,^SPVXSP
3453,^NQNL8000LMAUD
3454,EOWP.FGI
3455,FRUT.PA
3456,^NQTW8000LMT
3457,^FNSESEKGI
3458,^NQMEA8000LMT
3459,^NQJP8000GBP
3460,^NQFI2000CADN
3461,^NQCH8000LMCHFT
3462,HIX.L
3463,^NQEURO8000CAD
3464,^NQPH8000LMJPY
3465,FREMQ.FGI
3466,^NQDE8000LMCAD
3467,^NQUSM8775
3468,EB8600.FGI
3469,^NQNL8000CADT
3470,^STZ
3471,^NQDE8000GBPT
3472,^NQMX8000N
3473,^NMX2350
3474,S7FFST.SW
3475,^NQTH8000LMGBP
3476,^NQEU8700CADN
3477,^NQSE8000LMSEKT
3478,E3X2720.FGI
3479,^NQMY8000LMAUDT
3480,^HX5300GI
3481,^NQUSS8779T
3482,^NQUSM8775N
3483,^NQID8000IDRN
3484,^NQFR0001JPY
3485,^NQFRLMN
3486,IT1300.MI
3487,^NQEMEU8000LMEUR
3488,^NQES8000LMGBPT
3489,^NQSE8000GBPT
3490,^NQMA8000JPYN
3491,^NQPL8000T
3492,ENHU.FGI
3493,^NQFRLCCADT
3494,^NQUSM8770
3495,^NQFIMCAUDT
3496,^GRNFOCASX
3497,CHREF.SW
3498,^NQASPA8000LMGBPT
3499,FCNBCG8700.FGI
3500,^NQFR5000AUDN
3501,^NQEMEA8000LMEUR
3502,^NQJP8000JPYN
3503,^NQLA8000N
3504,^NQSE8000LMGBPN
3505,^NQUSS8700T
3506,^NQTR8000LMAUD
3507,^NQFR3000LMJPYT
3508,INPFT.PA
3509,^NQEMASIA8000EURN
3510,^NQASPA8000GBP
3511,^NQTR8000LMCADT
3512,^NQMA8000GBP
3513,FTUSSU.FGI
3514,IT5300.MI
3515,^NQNZ8000AUDN
3516,^NQIL8000LMEURN
3517,^NQHK8000JPY
3518,^NQASPA8700JPY
3519,ACNANUK.L
3520,IPOSC.FGI
3521,^NQGB8000AUD
3522,NMX8670.L
3523,^NQCN8000GBPT
3524,^NQDMEU8000AUDN
3525,IPOSNA.FGI
3526,SFF13T.SW
3527,^NQEMMEA8000LMT
3528,^SP500-30101020
3529,^NMX2710
3530,FN23.FGI
3531,^NQCN8000CAD
3532,F9TM.DE
3533,FCNBCG6500.FGI
3534,C3500T.SW
3535,^NQASPA8700LMCADN
3536,^NQGB8700LMJPYN
3537,^NQEG8000CADT
3538,^NQDMMEA8000AUD
3539,^NQASIA8000EURN
3540,^NQTW8000LMAUD
3541,^NQDMMEA8000CAD
3542,^NQMA8000AUDN
3543,ELUK.L
3544,^NQID8000AUDT
3545,^NQFRLMAUDN
3546,^SP400-101020
3547,^NQTW8000LMAUDT
3548,^NQFR0001AUD
3549,^NQHK8000LM
3550,^NQUSS8773T
3551,^NQFR0001AUDT
3552,^NQTH8000LMJPY
3553,^NQDMASPA8700EURN
3554,^NQMY8000LMAUD
3555,^NQID8000LMEUR
3556,^NQID8000LMCADT
3557,SF105T.SW
3558,^NQFRLCJPYT
3559,^HX6500PI
3560,^NQFIMCEURT
3561,SFA55D.SW
3562,^EUI
3563,^NQFR2000LMGBPN
3564,^NQID8000T
3565,SFF57Y.SW
3566,^NQDK8000DKKN
3567,SF15AD.SW
3568,^NQFR3000AUD
3569,^NQUSM3577T
3570,^NQIN8000LMAUDN
3571,^NQASPA8000LMCAD
3572,ENHE.FGI
3573,^HX2000GI
3574,FREMLVQU.FGI
3575,^NQCL8000N
3576,^NQSG8000AUD
3577,^NQEG8000EURN
3578,^NQSE8000
3579,^NQDMEU8700JPYT
3580,FTENNASN.FGI
3581,SWDXUS.FGI
3582,^FTUB7500
3583,^NQGB8000LMN
3584,WIMEX.FGI
3585,^HX3300PI
3586,^NQZA8000GBPN
3587,^NQFILMCAD
3588,^NQMA8000LMAUD
3589,^NQASPA8700
3590,^NQCH8000CADN
3591,^NQUSB3577LMT
3592,SFS12Y.SW
3593,SFA15D.SW
3594,^NQASIA8000LMCADN
3595,^NQFR9000JPY
3596,^NQDMASPA8700CADT
3597,^NQUSL2795
3598,WIZAF.FGI
3599,^NQPL8000LMJPYT
3600,^SPUSDP1I
3601,^NQUSB3577LMN
3602,^R2RGSFS
3603,^HX7500GI
3604,^NQEMASIA8000LMN
3605,FTJPEUN.FGI
3606,WINLD.FGI
3607,^NQLA8000
3608,^NQSE8000LMJPYN
3609,CAEWC.PA
3610,EGXU.FGI
3611,^NMX2720
3612,^NQTW8000CADN
3613,^NQEMEA8000LM
3614,^GSPC
3615,^FTSE
3616,^NZ50
3617,^XAU
3618,^NQG3700LM
3619,^GRNTRN
3620,^GRNRECX
3621,^GRNHL
3622,^GRNGEO
3623,IGOVY.PA
3624,^NQJP2700AUDT
3625,^NQNO0001LMEUR
3626,^NQJP9000GBP
3627,^NQES0001LMAUD
3628,^NQRU0001RUBN
3629,^NQMEA6000GBP
3630,^SPGSLV
3631,^NQNOGBPN
3632,^SPGSXPTR
3633,^NQUSB3700LMN
3634,^NQMEA8500GBPT
3635,^NQIE2000GBPT
3636,^NQEURO3700AUDT
3637,^NQGR2000T
3638,^NQTW0001GBPT
3639,^SPGSINTR
3640,^NQJP0001GBPN
3641,^NQIT0001JPY
3642,^NQIT2000GBP
3643,^NZ10G
3644,^SPGSXNTR
3645,^NQEMEU3700AUDN
3646,^SPG120055WMNTR
3647,^NQES0001LM
3648,^NQG7000T
3649,^SPGSIZTR
3650,^NQNOGBP
3651,^NQSG7000GBPT
3652,^NQKR0001N
3653,^NQMY0001T
3654,^NQMY7000GBPT
3655,^NQMY0001GBPT
3656,^NQDE0001T
3657,^NQES0001LMAUDT
3658,^NQGB5700GBPN
3659,^SPG120050WMNTR
3660,^NQJP0001LMGBPN
3661,^SP500PG
3662,^NQGB2700LMCADN
3663,^NQUSB5370LM
3664,^NQGRMIT
3665,^NQES0001LMT
3666,^NQGB7000GBP
3667,^NQJP0001LMN
3668,^NQHUGBPN
3669,^NQID3000JPYN
3670,^NQTHMCGBP
3671,^NQTH7000GBPT
3672,^NQSG9000GBP
3673,^NQNL3000AUDN
3674,^NQG5300
3675,SXRS.SW
3676,^NQMEA5700GBPT
3677,^NQPH3000AUD
3678,^NQTH3000CADT
3679,^NQDE5000CADN
3680,UNGL.FGI
3681,^SP600-4030
3682,TRSGG.SI
3683,^NQG9000LM
3684,N150G.PA
3685,^NQTWSCGBP
3686,^NQG8500LMN
3687,^NQTW3000LMCAD
3688,^NQGB3700LMAUD
3689,^NQJP2700LMAUD
3690,^NQID3000LMJPYT
3691,^NQIT3000CADN
3692,^NQDESCN
3693,^NQDESCJPY
3694,^NQMY0001LMJPYT
3695,^NQNZMCGBP
3696,^NQPL5000GBPN
3697,^SP400-15104030
3698,^NQDE3000LMGBP
3699,^SPGSXN
3700,^NQDE4000JPY
3701,^NQIN0001INRN
3702,^NQSE3000LMGBPN
3703,^NQIN3000N
3704,^NQGB2700LMEURT
3705,^NQGRMICT
3706,^NQGRSC
3707,^NQMEA3000N
3708,^SPGSSI
3709,^NQTHSCGBPN
3710,^NQUSS1775T
3711,^NQG2000T
3712,^NQDE5000LMGBPN
3713,^NQSG3000T
3714,^NQDE2000LMGBP
3715,^NQNL3000JPY
3716,^NQID3000LMAUD
3717,^NQID3000JPY
3718,^NQNO2000GBPT
3719,^SP500-4030
3720,^NQUSM3740N
3721,^NQTW5000GBPN
3722,^NQJP3000LMT
3723,^NQUSS3740T
3724,^NQDE5000LMJPYN
3725,^NQDE2000CADN
3726,^NQJPLCGBPN
3727,^R2KPGROP
3728,^NQCN3000LMCAD
3729,^NQJP3700GBP
3730,^NQMEAGBPN
3731,^NQGR2000CADN
3732,^NQES0001CADT
3733,^SPGSSOTR
3734,^NQG5700LM
3735,S5710T.SW
3736,^SPGSPMP
3737,^NQCIL2GCER
3738,^GRNWINDX
3739,^NQIN3000GBPT
3740,^SGIXGS
3741,^NQUSL2720T
3742,^NQDE5000LMT
3743,^NQID3000GBPN
3744,^NQGR2000GBPT
3745,^SPG1200-35
3746,^NQDE2000LMAUDT
3747,^CRSPMEGT
3748,^SPGSUC
3749,^NQDE5000GBP
3750,^NQDE5000JPYT
3751,^NQTH0001LMCADT
3752,^NQJP3700LMCAD
3753,^NQNO3000CAD
3754,^NQJP2700LMJPY
3755,^NQHK0001T
3756,^NQEMEA5700GBPT
3757,^NQMY0001MYRN
3758,^NQMEA3000LMCAD
3759,S5910D.SW
3760,^NQMY3000CADT
3761,^NQRU0001LMAUDN
3762,^NQUSS0001T
3763,^NQMYMCGBPN
3764,^NQGB4000GBP
3765,^NQCN3000T
3766,^NQTRGBP
3767,S5957T.SW
3768,^SPGSNGP
3769,^NQIT0001CAD
3770,^RT2PGROP
3771,^NQGB3000LMEURN
3772,^SP500-1510TR
3773,^NQTR3000LMAUD
3774,^NQCNMCGBPT
3775,^NQSEGBPN
3776,^NQDE5000GBPT
3777,^NQEURO3700EURN
3778,^NQUS500LCGN
3779,^NQPLSCGBP
3780,^NQHK3000LMCAD
3781,^NQHK0001HKDN
3782,S59GT.SW
3783,^NQNOLMGBP
3784,^NQEMEA2700LMAUDT
3785,^SP400-5510
3786,^NQMEA3700CAD
3787,^NQUSL0537N
3788,^NQMY3000JPY
3789,^NQEMEA2700JPYN
3790,^NQGB3000JPYN
3791,^SP400-15103010
3792,^NQEU5000GBPT
3793,^NQEMEA3000LMGBP
3794,^NQUS600MCGT
3795,^NQXAUHAUDN
3796,^NQEMEU3000JPYN
3797,^NQTW2000GBPN
3798,^NQTR3000LM
3799,^NQGB3700T
3800,^SPGSNETRE
3801,^NQRULCGBPT
3802,^NQCN3000EURT
3803,^SPGSLE
3804,^NQITGBPT
3805,^NQEMEA2700LMAUD
3806,^NQJP2700T
3807,^NQES0001LMEURT
3808,^NQGB2700JPYN
3809,^NQEMEU3000EURN
3810,^NQTHSCGBP
3811,^NQSGLCGBPT
3812,^NQEMMEA3000
3813,NLTLG.AS
3814,^NQG2300LMN
3815,^NQJP3000LMGBPN
3816,^NQMEA2700LMEUR
3817,^NQEURO8600GBPT
3818,^NQEU2700LMGBPN
3819,^NQCHGBP
3820,^NQGB3700EURT
3821,^NQIN0001LM
3822,^NQCH3000LMAUDT
3823,^NQEMMEA2700GBP
3824,^NQITSCGBPN
3825,^NQSG0001T
3826,^NQEURO3700LMAUDN
3827,^NQCN3000LMEUR
3828,^NQGRMCT
3829,^NQMEA8600GBP
3830,^NQMY3000EUR
3831,^NQMY0001LMCADN
3832,^NQMEA0001GBPT
3833,^NQTH0001LMJPYN
3834,^SPGSBO
3835,^NQES5000GBPT
3836,^SPGSSFP
3837,^NQMEA5300GBPN
3838,^NQEMEA3000LM
3839,^NQEMEA6000GBPN
3840,^NQGB2300GBPT
3841,^NQEMEA7000GBPT
3842,^NQEM3700LMN
3843,^NQEU0001CADN
3844,^NQRU0001LMJPYT
3845,^NQDE4000T
3846,^NQGB2700LMGBPT
3847,^NQTH3000EUR
3848,^NQCN3000
3849,^NQEURO3000EURT
3850,^NQEMEUGBPN
3851,^NQMEA2300GBPT
3852,^NQJP2700LMEURT
3853,^DJIGSDT
3854,S59GD.SW
3855,^NQMY3000EURT
3856,^NQEMEA2700GBPT
3857,^NQEURO0001AUDN
3858,^NQES2000GBPT
3859,^NQINMCGBPT
3860,^NQEMEA2700T
3861,^NQEURO2700JPYT
3862,^NQJP0001LMEUR
3863,^NQEMEA3300GBPT
3864,^NQTH0001LMJPYT
3865,^SPWG2XLP
3866,S59EGT.SW
3867,^NQEMEU2700GBPT
3868,^NQTW0001AUD
3869,CAC6S.PA
3870,^NQUS600MCG
3871,^NQCN0001LMJPY
3872,^NQEMASIA2700EUR
3873,^DJGALYT
3874,^NQES0001LMEURN
3875,^GRNHLX
3876,^NQDE4000
3877,^NQRU0001AUDN
3878,^NQEULCGBPN
3879,^NQASIA3000LMCADT
3880,^NQJP3000
3881,^NQDESC
3882,^NQTW3000LMEURN
3883,^NQEMEA8500GBPT
3884,^SPGSACTR
3885,^NQMEA3000
3886,^NQASPA9000GBPT
3887,^NQDEMCCAD
3888,^NQDMASPA2700GBP
3889,^E1ENE
3890,^NQUSS1777T
3891,^NQDMMEAMCGBPT
3892,^NQEMEU0001LMAUDT
3893,^NQASPA9000GBPN
3894,^NQJPLCGBPT
3895,^NQGRSCGBPN
3896,399328.SZ
3897,^NQINGBPT
3898,^NQSG3000GBPN
3899,^NQCN3000LMEURN
3900,^NQDXUSLCGT
3901,^NQUSL3000T
3902,S5710D.SW
3903,^NQIN0001CADN
3904,^NQTR3000EUR
3905,^NQEU3700N
3906,^NQGBMCGBPN
3907,^NQDE4000LMAUD
3908,^NQEMASIA2000GBPN
3909,^NQUSM0530
3910,^NQDEMCGBPN
3911,^NQGB5500LMGBP
3912,^NQIN0001EUR
3913,^SPHLCGIP
3914,S5957P.SW
3915,S5771T.SW
3916,^SPWCGCP
3917,^NQHUGBP
3918,^NQGREURT
3919,^NQUSM2720T
3920,^NQGB2000LMGBPN
3921,^NQMEA0001EUR
3922,^SPGSPMTR
3923,^NQDKSCGBPN
3924,^NQNO0001LMEURN
3925,^NQIN3000CADN
3926,^NQEGGBPN
3927,^SPG120010WMNTR
3928,^DJUSENT
3929,^NQIT9000GBP
3930,^NQDE3000EUR
3931,^NQES0001LMCADT
3932,^NQGB3000LMJPYT
3933,^NQJP8600GBPT
3934,^NQCN0001CNY
3935,^NQDMMEA8600GBPT
3936,^NQEMEU3000LMAUDT
3937,^NQDMMEA2000GBP
3938,^NQCA0001
3939,^NQEMEA8500GBP
3940,^NQIE3000N
3941,^NQDMEUMCGBPN
3942,^NQEMEA5300GBPT
3943,^NQGB3700LMJPYN
3944,^NQEURO2700CADN
3945,^DJUSGS
3946,^NQDE4000AUDN
3947,^NQJP0001GBPT
3948,^NQMEA2700JPY
3949,^NQEMMEA2300GBPT
3950,^NQJP2300GBPT
3951,^NQGB5500GBPT
3952,^NQDMMEA8500GBPT
3953,^NQGRMCJPY
3954,^NQIL9000GBP
3955,^NQEMMEA5000GBPN
3956,^NQTH3000JPY
3957,^NQDMEU0001LMEURT
3958,S5910P.SW
3959,^SPDYBOP
3960,^NQTW3000CAD
3961,^NQEU0001LMN
3962,C2700T.SW
3963,^NQPH5000GBPT
3964,^NQMY0001GBP
3965,^NQEMMEA2700LMCAD
3966,^NQPH3000GBP
3967,^NQMEA3000JPYT
3968,^NQTH3000AUDT
3969,^NQDMASPA3000GBPT
3970,^NQMEA3000AUD
3971,^NQSESCGBPN
3972,^NQCNSCGBPT
3973,^NQEURO0001LMJPYN
3974,^NQEURO3000LMN
3975,^NQEMEA2700LMT
3976,^SPG120025WMNTR
3977,^NQG1300N
3978,^NQJP3000GBPT
3979,^NQGB0001JPY
3980,^NQGRSCCADN
3981,PTOG.LS
3982,^NQEU0001LMAUDT
3983,^NQDMASPALMGBP
3984,^NQDXEMGBP
3985,^NQIT3000LMCAD
3986,^NQDE5000LMGBP
3987,^SPGTECOL
3988,^NQASPA3000N
3989,^NQJPSCGBPN
3990,^NQDESCT
3991,^SPGTECET
3992,^NQGRSCT
3993,^NQIE3000CAD
3994,^NQMY0001LMMYRT
3995,^HGX
3996,^NYP
3997,^NDXHKD
3998,^HSNP
3999,^NQUSS2357N
4000,^SP500-3030
4001,IN50E.PA
4002,^SP600-25201030
4003,^STM3030
4004,^RUTHCS
4005,^NQHK2000JPY
4006,^NQHK6000
4007,^HOME.BK
4008,^NQUSB4000LM
4009,^XNDXNNRHKD
4010,^NQIT4000T
4011,^NQIN4000LMCADN
4012,OSE35GI.OL
4013,^NQHK5000CAD
4014,^NQHKSCCAD
4015,^NQHKLMHKD
4016,^NQNZ4000NZDT
4017,^NQCN4000LMJPYN
4018,^NQHK4000HKD
4019,^NQCH4000LMAUDN
4020,^NQIN4000LMCADT
4021,^NQNZ4000NZD
4022,^CRSPHC1
4023,^NQIT4000
4024,^NQUSM8677N
4025,^NQHK4000N
4026,^NQCH4000N
4027,^HOXHOUSESWE
4028,^SP400-25504060
4029,^RUIHCS
4030,^NQHK2000LMHKD
4031,^NQJP4000N
4032,^SP600-25504060
4033,^NQHK2000LMJPYT
4034,^NQHKSCJPY
4035,^NQEU4000CADT
4036,^NQCN4000LMEURT
4037,^NQSE4000
4038,^NQHK2000JPYN
4039,^SP1500-35102020
4040,TXHU.TS
4041,^NQIN4000LMGBP
4042,^NQHKMCHKD
4043,^NQMEA4000LMGBP
4044,^NQIN4000LMAUDT
4045,^NQHK5000LMHKD
4046,^SP600C-35
4047,^NQIN4000JPY
4048,^SPE350-35
4049,^NQGB4000LMGBPT
4050,^NQHK7000N
4051,^NQEMMEA4000EUR
4052,^NQHK9000HKDN
4053,^NQSG4000CADT
4054,^NQSE4000EURT
4055,^NQES4000EURT
4056,^NQHK5000LMT
4057,^NQHKLCHKD
4058,^NQEURO4000LMT
4059,^NQMEA4000LMJPYN
4060,^NQHK5000LMAUDT
4061,^NQJP4000LMEURN
4062,^NQIN4000EURT
4063,^R2RGSHC
4064,^SP600-35103010
4065,^NQHK8000HKD
4066,^NQGB4000LMAUDN
4067,^HELTH.BK
4068,^NQCN4000N
4069,^NQEMEA4000LMCADT
4070,^NQTW4000CADT
4071,^NQEURO4000EURT
4072,^NQHKLMEUR
4073,^SP600-25201050
4074,^NQEMASIA4000LMN
4075,^NQHK6000JPYT
4076,^NQTW4000AUD
4077,^NQIN4000LMGBPN
4078,^NQASIA4000JPYT
4079,^NQUSM2357N
4080,^NQCH4000LMCADT
4081,^NQEU4000LMGBP
4082,^NQNZ4000
4083,^NQHKLMGBPT
4084,^NQTH4000EUR
4085,^NQASIA4000EURT
4086,^NQIN4000
4087,^NQDMASPA4000EURN
4088,^NQHK4000JPY
4089,^NQNZ4000CAD
4090,^SPXHAUDN
4091,^NQDMEU4000LMEUR
4092,^NQCH4000LMCHFN
4093,^NQES4000CADN
4094,^NQHK5000EUR
4095,000121.SS
4096,^NQUSS5753
4097,^NQMEA4000AUDT
4098,^NQEU4000N
4099,^NQAU4000LMAUD
4100,^NQMEA4000LMT
4101,^SP500-40201030
4102,^NQEM4000T
4103,^NQEURO4000
4104,^NQEMEA4000LMEURT
4105,^NQHK7000LMJPYN
4106,^NQHK2000HKD
4107,^NQEM4000
4108,^NQJP4000JPYN
4109,^SP1500-25301020
4110,^NQHKLCN
4111,^SP500-351020
4112,^SP600-452020
4113,^NQUSM3728
4114,^NQUSS3722N
4115,^NQCH4000LMEURN
4116,^NQDXEUROTMH
4117,^NQJP4000LMJPYN
4118,^NQUSM8677
4119,^NQDMASPA3700JPYT
4120,^NQHKLMAUDT
4121,^NQIN4000AUDT
4122,^SP1500-25504030
4123,^NQEURO4000JPY
4124,^NQCN4000EURT
4125,^NQHK2000LMCADN
4126,^NQCN4000LMGBPT
4127,^NQGB4000N
4128,^ZAXYH
4129,^NQUSHEIEURN
4130,^NQDK4000AUDN
4131,^NQEURO4000LMJPYN
4132,^DJUSHI
4133,^NQJP4000LMEURT
4134,^NQUSL3720N
4135,^NQDMASPA4000JPYN
4136,^NQUSHEIGBP
4137,^NQUSB3728LM
4138,^NQIN4000LMEUR
4139,^NQIN4000LMAUDN
4140,^NQEU3700GBPN
4141,^NQHKLCEUR
4142,^SP500-452020
4143,^NQASPA4000JPY
4144,^NQHK7000LMCADN
4145,^NQHK1000T
4146,^NQHK2000GBPN
4147,^NQHK3000LMAUDT
4148,^NQHK8000JPYT
4149,^NQHKLCGBPN
4150,^NQDK4000JPY
4151,^NQASPA3700AUDN
4152,^NQG4000LM
4153,^NQEMEU3700JPYT
4154,^NQHK8000LMJPY
4155,^NQHK7000LM
4156,^NQDK4000LMJPY
4157,^DJILSHCT
4158,^NQES4000CADT
4159,^NQHKLCHKDN
4160,^NQUSS9570
4161,^YLDATR
4162,^NQHK3000LMJPYN
4163,^NQHKSCEURN
4164,^H11137
4165,^SP400-4520
4166,^NQEURO4000LMEURT
4167,^NQDMMEA4000T
4168,^NQDMEU4000CADT
4169,^NQHK6000EURT
4170,^NQSE4000JPY
4171,^NQUSM4530
4172,^NQMEA4000N
4173,^NQDE4000GBP
4174,^SPHLHCIP
4175,^NQES4000
4176,^NQHK8000AUDN
