Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-19 10:00:00+13:00,654.47,654.47,654.47,654.47,0,0,0
2019-12-19 10:06:00+13:00,654.47,654.47,654.47,654.47,0,0,0
2019-12-19 10:13:00+13:00,656.84,656.84,656.84,656.84,0,0,0
2019-12-19 10:28:00+13:00,653.29,653.29,653.29,653.29,0,0,0
2019-12-19 10:29:00+13:00,656.84,656.84,656.84,656.84,0,0,0
2019-12-19 10:48:00+13:00,656.8,656.8,656.8,656.8,0,0,0
2019-12-19 11:03:00+13:00,655.61,655.61,655.61,655.61,0,0,0
2019-12-19 11:15:00+13:00,655.65,655.65,655.65,655.65,0,0,0
2019-12-19 11:18:00+13:00,655.85,655.85,655.85,655.85,0,0,0
2019-12-19 11:20:00+13:00,657.03,657.03,657.03,657.03,0,0,0
2019-12-19 11:21:00+13:00,655.85,655.85,655.85,655.85,0,0,0
2019-12-19 11:44:00+13:00,656.17,656.17,656.17,656.17,0,0,0
2019-12-19 11:48:00+13:00,657.35,657.35,657.35,657.35,0,0,0
2019-12-19 11:49:00+13:00,657.35,657.35,657.35,657.35,0,0,0
2019-12-19 11:50:00+13:00,653.8,653.8,653.8,653.8,0,0,0
2019-12-19 11:51:00+13:00,657.35,657.35,657.35,657.35,0,0,0
2019-12-19 11:54:00+13:00,659.72,659.72,659.72,659.72,0,0,0
2019-12-19 12:04:00+13:00,657.35,657.35,657.35,657.35,0,0,0
2019-12-19 12:05:00+13:00,654.99,654.99,654.99,654.99,0,0,0
2019-12-19 12:17:00+13:00,656.17,656.17,656.17,656.17,0,0,0
2019-12-19 12:18:00+13:00,654.66,654.66,654.66,654.66,0,0,0
2019-12-19 12:24:00+13:00,654.47,654.47,654.47,654.47,0,0,0
2019-12-19 12:30:00+13:00,655.65,655.65,655.65,655.65,0,0,0
2019-12-19 12:31:00+13:00,657.16,657.16,657.16,657.16,0,0,0
2019-12-19 12:32:00+13:00,657.16,657.16,657.16,657.16,0,0,0
2019-12-19 12:37:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 12:40:00+13:00,654.99,654.99,654.99,654.99,0,0,0
2019-12-19 12:42:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 12:45:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 12:46:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 12:47:00+13:00,655.98,655.98,655.98,655.98,0,0,0
2019-12-19 12:51:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 12:52:00+13:00,655.98,655.98,655.98,655.98,0,0,0
2019-12-19 12:54:00+13:00,655.98,655.98,655.98,655.98,0,0,0
2019-12-19 12:55:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 12:56:00+13:00,653.61,653.61,653.61,653.61,0,0,0
2019-12-19 12:59:00+13:00,655.98,655.98,655.98,655.98,0,0,0
2019-12-19 13:00:00+13:00,655.98,655.98,655.98,655.98,0,0,0
2019-12-19 13:02:00+13:00,655.98,655.98,655.98,655.98,0,0,0
2019-12-19 13:07:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 13:12:00+13:00,653.61,653.61,653.61,653.61,0,0,0
2019-12-19 13:15:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 13:16:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 13:18:00+13:00,653.61,653.61,653.61,653.61,0,0,0
2019-12-19 13:29:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 13:34:00+13:00,653.61,653.61,653.61,653.61,0,0,0
2019-12-19 13:38:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 13:39:00+13:00,654.79,654.79,654.79,654.79,0,0,0
2019-12-19 13:40:00+13:00,653.61,653.61,653.61,653.61,0,0,0
2019-12-19 13:57:00+13:00,652.43,652.43,652.43,652.43,0,0,0
2019-12-19 14:06:00+13:00,652.41,652.41,652.41,652.41,0,0,0
2019-12-19 14:23:00+13:00,652.21,652.21,652.21,652.21,0,0,0
2019-12-19 14:24:00+13:00,652.21,652.21,652.21,652.21,0,0,0
2019-12-19 14:30:00+13:00,651.03,651.03,651.03,651.03,0,0,0
2019-12-19 14:33:00+13:00,652.21,652.21,652.21,652.21,0,0,0
2019-12-19 14:36:00+13:00,649.85,649.85,649.85,649.85,0,0,0
2019-12-19 14:37:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 14:53:00+13:00,648.85,648.85,648.85,648.85,0,0,0
2019-12-19 14:54:00+13:00,648.85,648.85,648.85,648.85,0,0,0
2019-12-19 14:55:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 14:56:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 14:57:00+13:00,648.85,648.85,648.85,648.85,0,0,0
2019-12-19 15:03:00+13:00,651.22,651.22,651.22,651.22,0,0,0
2019-12-19 15:13:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:14:00+13:00,651.22,651.22,651.22,651.22,0,0,0
2019-12-19 15:16:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:18:00+13:00,651.22,651.22,651.22,651.22,0,0,0
2019-12-19 15:27:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:41:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:42:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:44:00+13:00,648.85,648.85,648.85,648.85,0,0,0
2019-12-19 15:45:00+13:00,651.22,651.22,651.22,651.22,0,0,0
2019-12-19 15:46:00+13:00,648.85,648.85,648.85,648.85,0,0,0
2019-12-19 15:47:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:49:00+13:00,647.67,647.67,647.67,647.67,0,0,0
2019-12-19 15:50:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 15:55:00+13:00,647.67,647.67,647.67,647.67,0,0,0
2019-12-19 16:00:00+13:00,646.49,646.49,646.49,646.49,0,0,0
2019-12-19 16:01:00+13:00,647.67,647.67,647.67,647.67,0,0,0
2019-12-19 16:02:00+13:00,650.04,650.04,650.04,650.04,0,0,0
2019-12-19 16:05:00+13:00,649.85,649.85,649.85,649.85,0,0,0
2019-12-19 16:07:00+13:00,648.66,648.66,648.66,648.66,0,0,0
2019-12-19 16:09:00+13:00,649.85,649.85,649.85,649.85,0,0,0
2019-12-19 16:10:00+13:00,648.66,648.66,648.66,648.66,0,0,0
2019-12-19 16:12:00+13:00,649.85,649.85,649.85,649.85,0,0,0
2019-12-19 16:13:00+13:00,648.66,648.66,648.66,648.66,0,0,0
2019-12-19 16:16:00+13:00,649.85,649.85,649.85,649.85,0,0,0
2019-12-19 16:17:00+13:00,648.66,648.66,648.66,648.66,0,0,0
2019-12-19 16:19:00+13:00,649.85,649.85,649.85,649.85,0,0,0
2019-12-19 16:20:00+13:00,648.34,648.34,648.34,648.34,0,0,0
2019-12-19 16:24:00+13:00,648.34,648.34,648.34,648.34,0,0,0
2019-12-19 16:25:00+13:00,647.15,647.15,647.15,647.15,0,0,0
2019-12-19 16:30:00+13:00,645.97,645.97,645.97,645.97,0,0,0
2019-12-19 16:37:00+13:00,647.15,647.15,647.15,647.15,0,0,0
2019-12-19 16:38:00+13:00,645.97,645.97,645.97,645.97,0,0,0
2019-12-19 16:39:00+13:00,648.34,648.34,648.34,648.34,0,0,0
2019-12-19 16:40:00+13:00,649.52,649.52,649.52,649.52,0,0,0
2019-12-19 16:44:00+13:00,650.7,650.7,650.7,650.7,0,0,0
2019-12-19 16:45:00+13:00,650.7,650.7,650.7,650.7,0,0,0
2019-12-20 10:00:00+13:00,646.16,646.16,646.16,646.16,0,0,0
2019-12-20 10:03:00+13:00,647.35,647.35,647.35,647.35,0,0,0
2019-12-20 10:04:00+13:00,643.79,643.79,643.79,643.79,0,0,0
2019-12-20 10:07:00+13:00,650.9,650.9,650.9,650.9,0,0,0
2019-12-20 10:42:00+13:00,651.22,651.22,651.22,651.22,0,0,0
2019-12-20 11:37:00+13:00,651.42,651.42,651.42,651.42,0,0,0
