Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-18 11:00:00-05:00,1818.28,1818.61,1818.28,1818.61,0,0,0
2019-12-18 11:01:00-05:00,1818.61,1818.61,1818.29,1818.32,0,0,0
2019-12-18 11:02:00-05:00,1818.4,1818.67,1818.36,1818.67,0,0,0
2019-12-18 11:03:00-05:00,1818.74,1819.01,1818.74,1819.01,0,0,0
2019-12-18 11:04:00-05:00,1819.01,1819.07,1818.82,1818.88,0,0,0
2019-12-18 11:05:00-05:00,1818.84,1819.28,1818.84,1819.24,0,0,0
2019-12-18 11:06:00-05:00,1819.24,1819.24,1819.1,1819.2,0,0,0
2019-12-18 11:07:00-05:00,1819.05,1819.05,1818.76,1818.81,0,0,0
2019-12-18 11:08:00-05:00,1818.78,1818.86,1818.74,1818.84,0,0,0
2019-12-18 11:09:00-05:00,1818.82,1818.82,1818.37,1818.58,0,0,0
2019-12-18 11:10:00-05:00,1818.61,1818.61,1818.23,1818.26,0,0,0
2019-12-18 11:11:00-05:00,1818.27,1818.41,1818.23,1818.41,0,0,0
2019-12-18 11:12:00-05:00,1818.43,1819.23,1818.43,1819.23,0,0,0
2019-12-18 11:13:00-05:00,1819.33,1819.91,1819.33,1819.85,0,0,0
2019-12-18 11:14:00-05:00,1819.84,1820.02,1819.74,1820.02,0,0,0
2019-12-18 11:15:00-05:00,1820.12,1820.73,1820.12,1820.71,0,0,0
2019-12-18 11:16:00-05:00,1820.74,1821.16,1820.74,1821.16,0,0,0
2019-12-18 11:17:00-05:00,1821.24,1821.65,1821.24,1821.43,0,0,0
2019-12-18 11:18:00-05:00,1821.43,1821.44,1821.09,1821.09,0,0,0
2019-12-18 11:19:00-05:00,1821.06,1821.48,1821.06,1821.48,0,0,0
2019-12-18 11:20:00-05:00,1821.47,1821.47,1821.47,1821.47,0,0,0
2019-12-18 11:21:00-05:00,1822.2,1822.2,1822.06,1822.06,0,0,0
2019-12-18 11:22:00-05:00,1821.85,1821.93,1821.8,1821.8,0,0,0
2019-12-18 11:23:00-05:00,1821.85,1821.99,1821.28,1821.28,0,0,0
2019-12-18 11:24:00-05:00,1821.25,1821.4,1821.17,1821.32,0,0,0
2019-12-18 11:25:00-05:00,1821.38,1821.56,1821.38,1821.49,0,0,0
2019-12-18 11:26:00-05:00,1821.44,1821.85,1821.43,1821.85,0,0,0
2019-12-18 11:27:00-05:00,1821.87,1822.05,1821.87,1822.03,0,0,0
2019-12-18 11:28:00-05:00,1822.02,1822.06,1821.81,1821.91,0,0,0
2019-12-18 11:29:00-05:00,1821.84,1822.15,1821.84,1822.04,0,0,0
2019-12-18 11:30:00-05:00,1822.05,1822.3,1821.94,1822.3,0,0,0
2019-12-18 11:31:00-05:00,1822.29,1822.29,1821.94,1821.94,0,0,0
2019-12-18 11:32:00-05:00,1821.93,1821.93,1821.36,1821.52,0,0,0
2019-12-18 11:33:00-05:00,1821.52,1821.52,1821.25,1821.28,0,0,0
2019-12-18 11:34:00-05:00,1821.28,1821.4,1820.97,1820.97,0,0,0
2019-12-18 11:35:00-05:00,1821.01,1821.01,1820.93,1821.01,0,0,0
2019-12-18 11:36:00-05:00,1821.0,1821.45,1820.99,1821.45,0,0,0
2019-12-18 11:37:00-05:00,1821.43,1821.62,1821.38,1821.62,0,0,0
2019-12-18 11:38:00-05:00,1821.58,1822.15,1821.58,1822.15,0,0,0
2019-12-18 11:39:00-05:00,1822.14,1822.22,1821.68,1821.75,0,0,0
2019-12-18 11:40:00-05:00,1821.68,1821.76,1821.61,1821.61,0,0,0
2019-12-18 11:41:00-05:00,1821.53,1821.58,1821.33,1821.58,0,0,0
2019-12-18 11:42:00-05:00,1821.64,1821.99,1821.64,1821.99,0,0,0
2019-12-18 11:43:00-05:00,1821.95,1821.95,1821.51,1821.51,0,0,0
2019-12-18 11:44:00-05:00,1821.32,1821.32,1821.15,1821.15,0,0,0
2019-12-18 11:45:00-05:00,1821.25,1821.25,1820.58,1820.82,0,0,0
2019-12-18 11:46:00-05:00,1821.06,1821.5,1821.06,1821.49,0,0,0
2019-12-18 11:47:00-05:00,1821.55,1821.6,1821.34,1821.42,0,0,0
2019-12-18 11:48:00-05:00,1821.47,1821.72,1821.47,1821.72,0,0,0
2019-12-18 11:49:00-05:00,1821.66,1821.86,1821.66,1821.86,0,0,0
2019-12-18 11:50:00-05:00,1821.89,1822.28,1821.77,1821.77,0,0,0
2019-12-18 11:51:00-05:00,1821.74,1822.04,1821.74,1822.04,0,0,0
2019-12-18 11:52:00-05:00,1822.01,1822.01,1821.87,1821.95,0,0,0
2019-12-18 11:53:00-05:00,1821.95,1821.95,1821.7,1821.7,0,0,0
2019-12-18 11:54:00-05:00,1821.7,1821.7,1821.38,1821.56,0,0,0
2019-12-18 11:55:00-05:00,1821.55,1821.61,1821.49,1821.58,0,0,0
2019-12-18 11:56:00-05:00,1821.58,1821.58,1821.51,1821.54,0,0,0
2019-12-18 11:57:00-05:00,1821.53,1821.59,1821.52,1821.54,0,0,0
2019-12-18 11:58:00-05:00,1821.43,1821.59,1821.42,1821.47,0,0,0
2019-12-18 11:59:00-05:00,1821.46,1821.46,1821.17,1821.18,0,0,0
2019-12-18 12:00:00-05:00,1821.22,1821.29,1821.11,1821.29,0,0,0
2019-12-18 12:01:00-05:00,1821.4,1821.51,1821.33,1821.42,0,0,0
2019-12-18 12:02:00-05:00,1821.47,1821.58,1821.47,1821.55,0,0,0
2019-12-18 12:03:00-05:00,1821.54,1821.59,1821.46,1821.52,0,0,0
2019-12-18 12:04:00-05:00,1821.46,1821.54,1821.39,1821.53,0,0,0
2019-12-18 12:05:00-05:00,1821.53,1822.46,1821.45,1822.46,0,0,0
2019-12-18 12:06:00-05:00,1822.49,1822.58,1822.49,1822.51,0,0,0
2019-12-18 12:07:00-05:00,1822.64,1822.73,1822.63,1822.73,0,0,0
2019-12-18 12:08:00-05:00,1822.81,1823.47,1822.81,1823.38,0,0,0
2019-12-18 12:09:00-05:00,1823.39,1823.6,1823.32,1823.6,0,0,0
2019-12-18 12:10:00-05:00,1823.67,1823.69,1823.6,1823.66,0,0,0
2019-12-18 12:11:00-05:00,1823.72,1823.72,1823.6,1823.67,0,0,0
2019-12-18 12:12:00-05:00,1823.64,1823.87,1823.62,1823.81,0,0,0
2019-12-18 12:13:00-05:00,1823.82,1823.91,1823.7,1823.72,0,0,0
2019-12-18 12:18:00-05:00,1823.81,1823.81,1823.31,1823.31,0,0,0
2019-12-18 12:19:00-05:00,1823.29,1823.29,1822.74,1822.74,0,0,0
2019-12-18 12:20:00-05:00,1822.73,1822.73,1822.57,1822.68,0,0,0
2019-12-18 12:21:00-05:00,1822.68,1822.68,1822.5,1822.5,0,0,0
2019-12-18 12:22:00-05:00,1822.44,1822.53,1822.43,1822.43,0,0,0
2019-12-18 12:23:00-05:00,1822.43,1822.43,1822.08,1822.21,0,0,0
2019-12-18 12:24:00-05:00,1822.2,1822.2,1822.07,1822.09,0,0,0
2019-12-18 12:25:00-05:00,1822.09,1822.26,1822.09,1822.26,0,0,0
2019-12-18 12:26:00-05:00,1822.22,1822.54,1822.22,1822.54,0,0,0
2019-12-18 12:27:00-05:00,1822.58,1822.63,1822.51,1822.51,0,0,0
2019-12-18 12:28:00-05:00,1822.31,1822.31,1822.14,1822.14,0,0,0
2019-12-18 12:29:00-05:00,1822.2,1822.27,1822.14,1822.16,0,0,0
2019-12-18 12:30:00-05:00,1822.16,1822.34,1822.16,1822.22,0,0,0
2019-12-18 12:31:00-05:00,1822.23,1822.27,1821.96,1821.99,0,0,0
2019-12-18 12:32:00-05:00,1821.99,1822.14,1821.97,1822.14,0,0,0
2019-12-18 12:33:00-05:00,1822.18,1822.78,1822.18,1822.42,0,0,0
2019-12-18 12:34:00-05:00,1822.42,1822.42,1822.11,1822.11,0,0,0
2019-12-18 12:35:00-05:00,1822.1,1822.15,1822.05,1822.1,0,0,0
2019-12-18 12:36:00-05:00,1822.01,1822.03,1821.76,1821.76,0,0,0
2019-12-18 12:37:00-05:00,1821.72,1821.74,1821.51,1821.61,0,0,0
2019-12-18 12:38:00-05:00,1821.6,1821.68,1821.57,1821.67,0,0,0
2019-12-18 12:39:00-05:00,1821.67,1821.77,1821.66,1821.7,0,0,0
2019-12-18 12:40:00-05:00,1821.69,1821.69,1821.22,1821.29,0,0,0
2019-12-18 12:41:00-05:00,1821.32,1821.39,1821.29,1821.33,0,0,0
2019-12-18 12:42:00-05:00,1821.32,1821.32,1821.17,1821.17,0,0,0
2019-12-18 12:43:00-05:00,1821.17,1821.25,1821.15,1821.16,0,0,0
2019-12-18 12:44:00-05:00,1821.16,1821.36,1821.15,1821.3,0,0,0
2019-12-18 12:45:00-05:00,1821.32,1821.57,1821.31,1821.52,0,0,0
2019-12-18 12:46:00-05:00,1821.57,1821.63,1821.56,1821.63,0,0,0
2019-12-18 12:47:00-05:00,1821.6,1821.6,1821.28,1821.28,0,0,0
2019-12-18 12:48:00-05:00,1821.3,1821.3,1821.11,1821.11,0,0,0
2019-12-18 12:49:00-05:00,1821.09,1821.11,1821.05,1821.07,0,0,0
2019-12-18 12:50:00-05:00,1821.08,1821.16,1820.91,1820.91,0,0,0
2019-12-18 12:51:00-05:00,1820.91,1821.02,1820.85,1821.01,0,0,0
2019-12-18 12:52:00-05:00,1821.01,1821.11,1821.01,1821.11,0,0,0
2019-12-18 12:53:00-05:00,1821.11,1821.13,1821.07,1821.13,0,0,0
2019-12-18 12:54:00-05:00,1821.12,1821.16,1820.91,1820.91,0,0,0
2019-12-18 12:55:00-05:00,1820.9,1821.0,1820.9,1820.95,0,0,0
2019-12-18 12:56:00-05:00,1820.95,1820.95,1820.63,1820.63,0,0,0
2019-12-18 12:57:00-05:00,1820.62,1820.68,1820.52,1820.6,0,0,0
2019-12-18 12:58:00-05:00,1820.6,1820.71,1820.6,1820.63,0,0,0
2019-12-18 12:59:00-05:00,1820.63,1820.64,1820.24,1820.24,0,0,0
2019-12-18 13:00:00-05:00,1820.24,1820.24,1820.06,1820.13,0,0,0
2019-12-18 13:01:00-05:00,1820.09,1820.58,1820.09,1820.58,0,0,0
2019-12-18 13:02:00-05:00,1820.58,1820.58,1820.41,1820.58,0,0,0
2019-12-18 13:03:00-05:00,1820.55,1820.56,1820.49,1820.53,0,0,0
2019-12-18 13:04:00-05:00,1820.53,1820.88,1820.43,1820.88,0,0,0
2019-12-18 13:05:00-05:00,1820.91,1821.3,1820.9,1821.19,0,0,0
